"Data","Categoria","Produto","Quantidade","Preco_Unitario","Total_Venda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/1/2023","Bebidas","Vinho","9","4.81","43.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/19/2023","Higiene","Shampoo","3","7.59","22.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/16/2023","Higiene","Papel Higiênico","9","21.02","189.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/8/2023","Limpeza","Sabão em Pó","4","31.49","125.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/30/2023","Higiene","Papel Higiênico","7","26.12","182.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/30/2023","Limpeza","Amaciante","4","39.61","158.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/11/2023","Perecíveis","Leite","11","17.63","193.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/23/2023","Limpeza","Detergente","4","29.87","119.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/12/2023","Bebidas","Refrigerante","1","9.16","9.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/28/2023","Limpeza","Sabão em Pó","9","43.95","395.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/29/2023","Perecíveis","Leite","5","23.11","115.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/15/2023","Perecíveis","Iogurte","6","8.1","48.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/30/2023","Limpeza","Amaciante","9","12.38","111.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/15/2023","Higiene","Creme Dental","5","11.57","57.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/21/2023","Higiene","Shampoo","8","28.62","228.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/24/2023","Higiene","Shampoo","7","30.73","215.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/8/2023","Limpeza","Desinfetante","7","31.04","217.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/30/2023","Limpeza","Sabão em Pó","1","29.44","29.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/26/2023","Perecíveis","Manteiga","8","27.12","216.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/5/2023","Higiene","Creme Dental","7","23.21","162.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/21/2023","Higiene","Papel Higiênico","3","4.46","13.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/8/2023","Perecíveis","Manteiga","6","44.41","266.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/14/2023","Higiene","Papel Higiênico","4","2.35","9.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/29/2023","Perecíveis","Queijo","9","28.78","259.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/12/2023","Perecíveis","Leite","7","6.7","46.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/1/2023","Higiene","Shampoo","8","27.98","223.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/2/2023","Limpeza","Desinfetante","8","16.24","129.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/30/2023","Mercearia","Arroz","1","40.23","40.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2023","Bebidas","Vinho","12","4.84","58.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/21/2023","Perecíveis","Queijo","12","8.84","106.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/25/2023","Mercearia","Feijão","12","4.66","55.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/6/2023","Bebidas","Vinho","1","3.07","3.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/6/2023","Higiene","Papel Higiênico","3","48.45","145.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/28/2023","Perecíveis","Manteiga","5","6.65","33.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/28/2023","Higiene","Creme Dental","4","34.52","138.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/22/2023","Mercearia","Açúcar","5","32.13","160.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/14/2023","Limpeza","Sabão em Pó","7","34.99","244.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/20/2023","Perecíveis","Iogurte","8","21.17","169.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/2/2023","Limpeza","Sabão em Pó","6","10.68","64.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/6/2023","Higiene","Papel Higiênico","7","15.09","105.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/26/2023","Bebidas","Suco","4","43.59","174.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/17/2023","Perecíveis","Ovos","7","8.72","61.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/28/2023","Perecíveis","Iogurte","10","4.84","48.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/2/2023","Limpeza","Desinfetante","8","9.62","76.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/6/2023","Perecíveis","Ovos","8","8.12","64.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/18/2023","Limpeza","Desinfetante","7","25.22","176.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/13/2023","Perecíveis","Queijo","3","29.63","88.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/30/2023","Bebidas","Suco","2","5.32","10.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/6/2023","Limpeza","Amaciante","7","39.45","276.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/9/2023","Limpeza","Amaciante","9","37.75","339.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/18/2023","Perecíveis","Ovos","9","31.29","281.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/28/2023","Mercearia","Açúcar","7","22.12","154.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/27/2023","Higiene","Shampoo","2","21.94","43.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/16/2023","Bebidas","Água","6","6.38","38.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/21/2023","Higiene","Papel Higiênico","3","10.37","31.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/10/2023","Bebidas","Suco","3","36.29","108.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/6/2023","Limpeza","Amaciante","4","11.42","45.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/30/2023","Higiene","Shampoo","3","32.09","96.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/2/2023","Limpeza","Detergente","5","17.72","88.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2023","Higiene","Sabonete","10","28.65","286.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/8/2023","Higiene","Sabonete","9","5.92","53.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/29/2023","Higiene","Sabonete","9","12.27","110.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/4/2023","Mercearia","Açúcar","9","31.03","279.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/28/2023","Bebidas","Água","9","16.09","144.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/18/2023","Limpeza","Detergente","4","35.94","143.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/17/2023","Mercearia","Feijão","4","41.17","164.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/10/2023","Perecíveis","Ovos","9","44.23","398.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/25/2023","Bebidas","Água","3","45.35","136.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/6/2023","Perecíveis","Iogurte","8","21.98","175.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/18/2023","Higiene","Papel Higiênico","8","3.93","31.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/13/2023","Higiene","Sabonete","8","46.72","373.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/11/2023","Perecíveis","Manteiga","3","44.54","133.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/28/2023","Bebidas","Refrigerante","4","20.89","83.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/25/2023","Perecíveis","Ovos","9","37.01","333.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/5/2023","Mercearia","Feijão","7","26.21","183.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/21/2023","Limpeza","Amaciante","6","17.04","102.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/14/2023","Limpeza","Amaciante","3","27.12","81.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/4/2023","Bebidas","Vinho","12","17.54","210.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/30/2023","Bebidas","Suco","6","32.8","196.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/20/2023","Limpeza","Detergente","12","45.36","544.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/30/2023","Higiene","Papel Higiênico","7","25.31","177.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/3/2023","Perecíveis","Manteiga","7","43.15","302.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/3/2023","Mercearia","Arroz","6","35.14","210.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/1/2023","Perecíveis","Leite","7","26.03","182.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2023","Limpeza","Amaciante","3","16.69","50.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/31/2023","Limpeza","Sabão em Pó","6","2.25","13.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/22/2023","Perecíveis","Queijo","12","43.82","525.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/6/2023","Limpeza","Sabão em Pó","9","49.36","444.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/14/2023","Mercearia","Macarrão","3","10.11","30.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/28/2023","Limpeza","Detergente","6","6.23","37.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/4/2023","Bebidas","Suco","9","32.53","292.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/17/2023","Perecíveis","Leite","1","24.12","24.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/10/2023","Limpeza","Desinfetante","4","42.26","169.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/4/2023","Bebidas","Vinho","8","8.68","69.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/11/2023","Higiene","Sabonete","5","4.27","21.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/9/2023","Higiene","Papel Higiênico","10","14.99","149.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/18/2023","Perecíveis","Leite","2","39.22","78.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/3/2023","Perecíveis","Iogurte","1","12.63","12.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/11/2023","Mercearia","Arroz","2","10.04","20.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/13/2023","Perecíveis","Leite","6","5.03","30.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/25/2023","Higiene","Shampoo","7","33.83","236.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/22/2023","Perecíveis","Iogurte","8","21.71","173.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/2/2023","Perecíveis","Ovos","3","8.59","25.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/16/2023","Higiene","Papel Higiênico","7","33.72","236.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/16/2023","Bebidas","Cerveja","5","14.46","72.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/16/2023","Limpeza","Detergente","7","11.8","82.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/8/2023","Bebidas","Refrigerante","9","28.58","257.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/7/2023","Higiene","Creme Dental","6","37.18","223.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/1/2023","Higiene","Creme Dental","5","13.13","65.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/28/2023","Mercearia","Óleo","2","5.5","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/7/2023","Bebidas","Vinho","9","37.97","341.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/25/2023","Higiene","Creme Dental","3","11.11","33.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/17/2023","Perecíveis","Ovos","6","18.38","110.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/1/2023","Limpeza","Sabão em Pó","4","43.35","173.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/5/2023","Higiene","Sabonete","4","49.46","197.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/12/2023","Higiene","Sabonete","7","38.22","267.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/12/2023","Mercearia","Arroz","4","43.42","173.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/28/2023","Perecíveis","Ovos","9","2.34","21.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/8/2023","Higiene","Creme Dental","8","41.31","330.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/1/2023","Mercearia","Macarrão","7","49.61","347.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/12/2023","Bebidas","Suco","9","28.67","258.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/11/2023","Perecíveis","Queijo","6","40.78","244.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/21/2023","Bebidas","Refrigerante","9","49.7","447.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/26/2023","Bebidas","Suco","12","15.61","187.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/4/2023","Higiene","Creme Dental","3","11.13","33.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/7/2023","Perecíveis","Manteiga","1","47.86","47.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/2/2023","Perecíveis","Manteiga","10","2.63","26.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/23/2023","Bebidas","Vinho","1","41.34","41.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/11/2023","Mercearia","Açúcar","9","26.18","235.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/2/2023","Perecíveis","Iogurte","7","30.43","213.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/22/2023","Higiene","Sabonete","1","26.16","26.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/27/2023","Bebidas","Vinho","1","9.48","9.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/6/2023","Limpeza","Amaciante","6","21.85","131.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/27/2023","Higiene","Shampoo","7","14.52","101.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/11/2023","Higiene","Shampoo","4","10.6","42.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/24/2023","Limpeza","Detergente","5","8.78","43.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/27/2023","Higiene","Shampoo","7","31.77","222.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/9/2023","Perecíveis","Ovos","4","32.13","128.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/12/2023","Higiene","Shampoo","12","27.49","329.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/15/2023","Higiene","Papel Higiênico","3","46.36","139.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/12/2023","Perecíveis","Iogurte","8","19.09","152.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/28/2023","Higiene","Sabonete","4","28.49","113.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/19/2023","Bebidas","Refrigerante","3","13.4","40.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/1/2023","Limpeza","Desinfetante","8","30.15","241.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/6/2023","Limpeza","Desinfetante","1","11.27","11.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/24/2023","Higiene","Sabonete","2","20.15","40.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/22/2023","Perecíveis","Leite","9","21.79","196.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/10/2023","Bebidas","Água","9","20.57","185.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/10/2023","Bebidas","Cerveja","8","45.72","365.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/3/2023","Bebidas","Vinho","9","16.77","150.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/7/2023","Perecíveis","Ovos","8","36.31","290.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/15/2023","Perecíveis","Ovos","7","15.55","108.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/31/2023","Perecíveis","Leite","2","36.99","73.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/14/2023","Perecíveis","Manteiga","3","11.66","34.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/16/2023","Perecíveis","Iogurte","2","26.1","52.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/4/2023","Limpeza","Desinfetante","12","17.07","204.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/26/2023","Mercearia","Açúcar","7","37.71","263.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/30/2023","Bebidas","Refrigerante","1","23.35","23.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/30/2023","Limpeza","Amaciante","5","45.66","228.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/11/2023","Bebidas","Vinho","1","16.99","16.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/19/2023","Limpeza","Detergente","7","41.98","293.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/15/2023","Mercearia","Óleo","5","30.87","154.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/18/2023","Mercearia","Açúcar","7","20.96","146.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/14/2023","Higiene","Sabonete","8","37.95","303.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/1/2023","Mercearia","Arroz","7","25.27","176.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/10/2023","Perecíveis","Iogurte","5","48.43","242.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/13/2023","Limpeza","Amaciante","1","45.1","45.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/24/2023","Bebidas","Água","8","34.67","277.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/22/2023","Higiene","Shampoo","4","4.58","18.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/31/2023","Bebidas","Água","7","20.61","144.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/15/2023","Mercearia","Feijão","4","43.13","172.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/10/2023","Limpeza","Sabão em Pó","8","38.95","311.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/22/2023","Limpeza","Amaciante","6","25.87","155.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/10/2023","Higiene","Papel Higiênico","4","41.16","164.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/17/2023","Perecíveis","Queijo","8","24.72","197.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/17/2023","Limpeza","Amaciante","4","43.74","174.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/11/2023","Perecíveis","Queijo","5","10.73","53.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/20/2023","Limpeza","Amaciante","5","35.92","179.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/24/2023","Bebidas","Suco","6","12.16","72.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/4/2023","Perecíveis","Leite","9","43.18","388.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/26/2023","Higiene","Papel Higiênico","8","27.32","218.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/11/2023","Bebidas","Refrigerante","1","7.82","7.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/20/2023","Limpeza","Detergente","7","30.83","215.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/4/2023","Higiene","Shampoo","6","45.12","270.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/26/2023","Perecíveis","Queijo","4","7.83","31.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
